CLIENT NAME,LOBBYIST LAST NAME,LOBBYIST FIRST NAME,LOBBYIST ADDRESS,LOBBYIST CITY,LOBBYIST STATE,LOBBYIST ZIP
Allied Waste,Cortese,Frank,70 W Madison,Chicago,IL,60602
ALL Masonry,Nunes,Marcus,333 W. Wacker Dr. #1800,Chicago,IL,60606
A L L Masonry Construction Company Inc,Tragesser,O. Kate,"333 W. Wacker Dr., Ste. 1800",Chicago,IL,60606
All Nations Worship Assembly,Moore,Thomas,111 W Washington,Chicago,IL,60602
Allpoints Security and Detective Inc,Tragesser,O. Kate,"333 W. Wacker Dr., Ste. 1800",Chicago,IL,60606
AllVision,Dunn,John,"77 W. Wacker, Ste. 4100",Chicago,IL,60601
Altria Client Services Inc.,Santiago,Miguel,7414 N. Octavia Avenue,Chicago,IL,60631
Altria Client Services Inc.,Williams,Paul,9009 South Western Ave,Chicago,IL,60643
Altria Client Services Inc. and Its Affiliates,Williams,Paul,9009 South Western Ave,Chicago,IL,60643
Altria Client Services LLC,Williams,Paul,9009 South Western Ave,Chicago,IL,60643
Altria Client Servies Inc.,Santiago,Miguel,7414 N. Octavia Avenue,Chicago,IL,60631
Altria Client Servies Inc.,Panayotovich,Samuel,"33 N. LaSalle St., Ste 3300",Chicago,IL,60602
Altria Client Servies LLC,Santiago,Miguel,7414 N. Octavia Avenue,Chicago,IL,60631
"Alzheimer's Association, Greater Illinois Chapter",Conlon,Kevin ,"1 East Wacker Drive, Suite 500",Chicago,IL,60601
"Alzheimer's Association, Greater Illinois Chapter",Dunn,Christopher,"1 East Wacker Drive, Suite 500",Chicago,IL,60601
Amazon,Suffredin,Thomas,111 E. Wacker Drive Suite 2800,Chicago,IL,60601
Amazon,Suffredin,Lawrence,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Amazon.com,Suffredin,Thomas,111 E. Wacker Drive Suite 2800,Chicago,IL,60601
Amazon.com,Suffredin,Lawrence,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Amco System Parking,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Ameresco,Reyes,Victor,"600 West Van Buren, Ste. 909",Chicago,IL,60607
Ameresco Inc,Rosenfeld,Paul,320 W Ohio St,Chicago,IL,60654
Ameresco Inc,Cunningham,William,"111 Speen Street, Ste. 410",Framingham,MA,1701
Ameresco Inc,Rosenfeld,Paul,213 W Institute Place,Chicago,IL,60610
American Airlines,Griffin,William,"222 Merchandise Mart Plaza, Ste. 275",Chicago,Il,60654
American Airlines,Griffin,William,"222 Merchandise Mart Plaza, Ste. 275",Chicago,IL,60654
American Airlines,Hood,William,130 N. Garland Ct. #4205,Chicago,IL,60602
American Airlines,Griffin,William,30 N. LaSalle St.,Chicago,IL,60602
American Airlines,Griffin,William,1 N. LaSalle St.,Chicago,IL,60602
American Beverage Assoc.,Kurson,Amy,600 West Van Buren,Chicago,IL,60607
American Beverage Assoc.,Kurson,Amy,"600 W. Van Buren, Ste. 909",Chicago,IL,60607
American Beverage Assoc.,Reyes,Victor,"600 West Van Buren, Ste. 909",Chicago,IL,60607
American Beverage Association,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
American Beverage Association,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
American Beverage Association,Kurson,Amy,600 West Van Buren,Chicago,IL,60607
American Beverage Association,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
American Beverage Association,McManus,Bill,1101 16th St NW,Washington,DC,20036
American Beverage Association,KASPER,MICHAEL,222 NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60601
American Beverage Association,Reyes,Victor,"600 West Van Buren, Ste. 909",Chicago,IL,60607
American Beverage Association,Alder,Gerald,600 W. Van Buren Suite 909,Chicago,IL,60607
American Chemistry Council,Gabinski,Terry,1817 W. Oakdale,Chicago,IL,60657
American Express,Iturregui,Carlos,316 Pennsylvania Ave. SE,Washington,DC,20003
American Express,Goelz,Peter,316 Pennsylvania Ave. SE,Washington,DC,20003
"American Express Travel Related Services Company, Inc",Dalkoff,Jeremy,200 Vesey St,New York,NY,10285
"American Express Travel Related Services Company, Inc",Gansl,Juliana,200 Vesey St,New York,NY,10285
American Girl Inc,DiLorenzo,Michael,321 N. Clark St.,Chicago,IL,60654
American Girl Inc,Pugh,Donna,321 N. Clark St.,Chicago,IL,60654
"American Heritage Investments, LLC",Leach,Chris,130 East Randolph Street,Chicago,IL,60601
"American Heritage Investments, LLC",George,John,130 E Randolph St,Chicago,IL,60601
"American Heritage Investments, LLC",George,John,180 N Stetson,Chicago,IL,60601
"American Heritage Investments, LLC",Leach,Chris,180 N Stetson,Chicago,IL,60601
American Hotel & Lodging Association,Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
"American International Group, INC (AIG)",Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
American Invsco,George,John,130 E Randolph St,Chicago,IL,60601
American Invsco,Leach,Chris,130 East Randolph Street,Chicago,IL,60601
"American JAS Group, LLC",Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
"American JAS Group, LLC",Hynes,Brian,910 W Huron,Chicago,IL,60642
American Landmark Properties,George,John,130 E Randolph St,Chicago,IL,60601
American Landmark Properties,George,John,180 N Stetson,Chicago,IL,60601
American Landmark Properties,Leach,Chris,180 N Stetson,Chicago,IL,60601
American Petroleum Institute,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
American Petroleum Institute,Greco,Robert,1220 L Street NW,Washington,DC,20005
American Petroleum Institute,Watson,James,400 W Monroe ,Springfield,IL,62704
AMERICAN PETROLIUM INSTITUTE,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
American Progressive Bag Alliance,Perman,Jonathon,1904 West Newport Ave.,Chicago,IL,60657
American Progressive Bag Alliance,Perman,Jonathan,1904 West Newport Ave.,Chicago,IL,60657
American Red Cross of Greater Chicago,Marschel,Karl,161 N. Clark St.,Chicago,IL,60601
Americans United for Change,Katz,Marilyn,350 W. Hubbard St.,Chicago,IL,60654
Americans United for Change,Katz,Marilyn,350 W. Hubbard St. #200,Chicago,IL,6065460610
"American Traffic Solutions, Inc",Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
"American Traffic Solutions, Inc",Tuton,James,7681 E Gray Rd,Scottsdale,AZ,85260
"American Traffic Solutions, Inc. ",Tuton,James,1330 W. Southern Drive,Tempe,AZ,85282
American Traffic Systems,Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
"AmeriCash Loans, LLC",Hynes,Brian,910 W Huron,Chicago,IL,60642
"AmeriCash Loans, LLC",Hynes,Brian,1836 W. Iowa,Chicago,IL,60622
"AmeriCash Loans, LLC",Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
"AMG King, LLC",Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
"AMI Group, LLC",Chidley,Jean,205 N Michigan Ave,Chicago,IL,60601
"AMI Group, LLC",Ingram,Richard,"205 N. Michigan Ave., Suite 1910",Chicago,IL,60601
"AMI Group, LLC",Pedrelli,Dennis,205 N Michigan Ave,Chciago,IL,60601
"AMI Group, LLC",Ginter,Michael,205 N Michigan Ave.,Chicago,IL,60601
"AMI Group, LLC",Ingram,Richard,205 N. Michigan Ave.,Chicago,IL,60601
"AMLI Residential/ 900 S. Clark Associates, LLC",George,John,130 E Randolph St,Chicago,IL,60601
"AMLI Residential/ 900 S. Clark Associates, LLC",Leach,Chris,130 East Randolph Street,Chicago,IL,60601
"AMLI Residential/ 900 S. Clark Associates, LLC",Leach,Chris,180 N Stetson,Chicago,IL,60601
"AMLI Residential/ 900 S. Clark Associates, LLC",George,John,180 N Stetson,Chicago,IL,60601
"AMLI Residential / 900 South Clark Associates, LLC",Leach,Chris,130 East Randolph Street,Chicago,IL,60601
AM Trio Park LLC,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
AM Trio Park LLC,Owen,Jeffrey,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Anchor Mechanical, Inc",Cini,Joseph ,1024 N. Crosby St,Chicago,IL,60610
Ancona Montessori School,McLoyd,Eric,"203 N. LaSalled, Ste. 2300",Chicago,Il,60601
Ancona Montessori School,Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Ancona Montessori School,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
Ancona Montessori School,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Andrea A Raila & Associates,Sikes,Susan,"3400 W. 111th St., PMB 440",Chicago,IL,60655
A New Leaf,Robertson,Lee,"70 W. Madison, Ste. 4500",Chicago,IL,60602
A New Leaf,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Angelo Gordon Real Estate Inc,DiGrino,Mariah,203 N. LaSalle Street,Chicago,IL,60601
Angelo Gordon Real Estate Inc,Shadle,Paul,203 N. LaSalle Street,Chicago,IL,60601
Angelo Gordon Real Estate Inc,Shadle,Paul,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Angelo Gordon Real Estate Inc,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Anheuser Busch Companies,Gabinski,Terry,1817 W. Oakdale,Chicago,IL,60657
Ann and Robert H. Lurie Children's Hospital,Marmer,Ronald,676 N. Michigan Avenue,Chicago,IL,60611
Ann and Robert H. Lurie Children's Hospital,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Ann and Robert Lurie Childrens Hospital,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
Ann & Robert H. Lurie Children's Hospital of Chicago,Marmer,Ronald,676 N. Michigan Avenue,Chicago,IL,60611
Ann & Robert H. Lurie Children's Hospital of Chicago,George,John,180 N Stetson,Chicago,IL,60601
Ann & Robert H. Lurie Children's Hospital of Chicago,Daly,Mary Kate,3650 N. Marshfield Avenue,Chicago,IL,60613
Ann & Robert H. Lurie Children's Hospital of Chicago,Hayes Gordon,Susan,225 E Chicago Avenue,Chicago,IL,60611
Ann & Robert H. Lurie Children's Hospital of Chicago,George,John,130 E Randolph St,Chicago,IL,60601
"Ansaldo STS USA, Inc",Collins,Timothy,2313 Iroquois Dr,Glenview,IL,60026
Ansonia Properties,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
Ansonia Properties,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
Ansonia Properties,Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Antheus Capital, LLC",George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
"Antheus Capital, LLC",Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
"Antheus Capital, LLC",Borstein,Scott,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
"Antheus Capital, LLC",Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
"Antheus Capital, LLC",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"Antheus Capital, LLC",Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"Antheus Capital, LLC",Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"Antheus Capital, LLC",Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"Antheus Capital, LLC",George,Mary,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"Antonette, Latanya",Moore,Thomas,111 W Washington,Chicago,IL,60602
Aon Corporation,Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
Apostolic Faith Church,Hinchman,Timothy,"20 N. Clark St., Ste. 1150",Chicago,IL,60602
Apple Inc. ,Gutierrez,Olga,"c/o 2350 Kerner Blvd., Ste 250",San Rafael,CA,94901
"Apple, Inc",Gutierrez,Olga,"c/o 2350 Kerner Blvd., Ste 250",San Rafael,CA,94901
"Apple, Inc",Dunn,John,"77 W. Wacker, Ste. 4100",Chicago,IL,60601
Aramark,Teele   ,Terry,212 W. Washington St  #1904,Chicago,IL,60606
Aramark,Teele,Terry,212 W. Washington St,Chicago,IL,60606
Aramark,Manion,Thomas,212 W. Washington At.  #1904,Chicago,IL,60606
ArborJet,Dixon,Jeffrey,212 W. Washington #1506,Chicago,IL,60606
"Arch Apothecary, Inc.",Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
"Arch Apothecary, Inc.",Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Archdiocese of Chicago,O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
Archer Daniels Midland Company,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Archer Daniels Midland Company,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
Archer Daniels Midland Company,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
Archer Daniels Midland Company,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Archer Daniels Midland Company,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
"Areas USA, Inc.",Storino,Donald,9501 W. Devon Ave,Rosemont,IL,60018
"Areas USA ORD, LLC.",Mitchell,Tim,600 West Van Buren Suite 909,Chicago,IL,60607
"Areas USA ORD, LLC.",Kurson,Amy,600 West Van Buren,Chicago,IL,60607
"Areas USA ORD, LLC.",Reyes,Victor,"600 West Van Buren, Ste. 909",Chicago,IL,60607
"Areas USA ORD, LLC.",Storino,Donald,120 W Madison St.,Chicago,IL,60602
"Areas USA ORD, LLC.",Munoz,Antonio,PO Box 167311,Chicago,IL,60616
Argo Tea,Starr,Jan,500 N Michigan Ave,Chicago,IL,60611
Argo Tea,Starr,Jan,230 W. Monroe  #230,Chicago,IL,60606
ARMANDO RAMIREZ,Banks,James ,"221 N. LaSalle At., #3800",Chicago,IL,60601
Arnold Scott Harris PC,Carey,Laura,225 N Columbus,Chicago,IL,60601
Arnold Scott Harris PC,Harris,Arnold,1117 Wade St.,Highland Park,IL,60035
Arnold Scott Harris PC,Carey,Laura,355 E. Ohio ,Chicago,IL,60611
Arnold Scott Harris PC,Carey,Laura,355 E. Ohio  #3608,Chicago,IL,60611
"Arrington, Joyce",Powell,Lewis,"53 W. Jackson, Ste. 1222",Chicago,IL,60604
Arthur 7159 LLC,Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Artis Senior Living,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Artis Senior Living,Schain,Jerome,"70 W Madison, Ste. 4500",Chicago,IL,60602
Artis Senior Living,Wolfberg,Kevin,"70 W. Madison, Ste. 5300",Chicago,IL,60602
Artis Senior Living,Banks,William,"70 W. Madison, Ste. 5300",Chicago,IL,60602
Artis Senior Living,Schain,Jerome,"70 W. Madison, Ste. 5300",Chicago,IL,60602
A Safe Haven,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
A Safe Haven,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
A Safe Haven Foundation,Pusateri,Lawrence,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
A Safe Haven Foundation,Markiewicz,Kerissa,39 S LaSalle,Chicago,IL,60603
A Safe Haven Foundation,Pace,Virginia,"39 S. LaSalle St., Ste. 808",Chicago,IL,60603
"Ascend Real Estate Group, LLC",Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
"Ascend Real Estate Group, LLC",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
ASGK Advocacy Communications,Corrigan,John,"20 S. Clark, Ste. 2900",Chicago,IL,60603
"Asset Aloft, LLC",George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
"Asset Aloft, LLC",Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"Asset Aloft, LLC",Sublett,Jeanette,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Association of Global Automakers,Pudnos,Joshua,1050 K St. NW,Washington,DC,20001
Association of Subcontractors,Minaghan dba MKM Services,Mary,308 Circle Avenue,Forest Park,IL,60130
Association of Subcontractors,Minaghan,Mary,dba MKM Services 308 Circle Avenue,Forest Park,IL,60130
AST Corporation,Small,Marty,1455 Calais Circle,Highland Park,IL,60035
"AstraZeneca Pharmaceuticals, LP",Rosenfeld,Paul,213 W Institute Place,Chicago,IL,60610
Astronics DME Corp.,Locke,Eric,6830 N.W. 16th Terrace,Ft. Lauderdale,FL,33309
Astronics DME Corporation,Locke,Eric,6830 N.W. 16th Terrace,Ft. Lauderdale,FL,33309
Athletico Physical Therapy,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
Athletico Physical Therapy,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
"Atira Hotels, LLC",Jahnke-Dale,Katherine,203 N. LaSalle Street,Chicago,IL,60601
"Atkinson, Tremaine",Moore,Thomas,111 W Washington,Chicago,IL,60602
Atlas Residential USA,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Atrium village,Katz,Marilyn,350 W. Hubbard St. #200,Chicago,IL,60610
AT&T,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
AT&T,Anderson,Karl,225 W Randolph St,Chicago,IL,60606
AT&T,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
AT&T,Chorzempa,David,225 W Randolph St,Chicago,IL,60606
AT&T Illinois,Mytych,Jerome,"2004 Miner St., 2nd Floor",Des Plaines,IL,60016
AT&T Illinois,Erickson,Richard,225 W. randolph St,Chicago,IL,60606
AT&T Illinois,Aldrete,Sylvia,225 W. Randolph St.,Chicago,IL,60606
AT&T Illinois,Lenahan,John,"225 W. Randolph St., Ste. 25C",Chicago,Il,60606
AT&T Illinois,Chorzempa,David,225 W Randolph St,Chicago,IL,60606
AT&T Illinois,La Schiazza,Paul,225 W. Randolph St.,Chicago,IL,60606
AT&T Illinois,Erickson,Richard,225 W. randolph St. Suite 27B,Chicago,IL,60606
AT&T Illinois,Aldrete,Sylvia,"225 W. Randolph St., Ste. 27B",Chicago,IL,60606
AT&T Illinois,La Schiazza,Paul,"225 W. Randolph St., Ste 27a",Chicago,IL,60606
AT&T Illinois,Mitchell,Eileen,"225 W. Randolph St., Ste. 27B",Chicago,IL,60606
AT&T Illinois,Wardin,W. Karl,225 W. randolph St. Suite 27B,Chicago,IL,60606
AT&T Illinois,McCullough,Kimberly,225 W. randolph St. Suite 27B,Chicago,IL,60606
AT&T Illinois,La Schiazza,Paul,"225 W. Randolph St., Ste 27a",Chicago,Il,60606
AT&T Illinois,Aldrete,Sylvia,"225 W. Randolph St., Ste. 27C",Chicago,IL,60606
AT&T Illinois,Mitchell,Eileen,225 W. Randolph St.,Chicago,IL,60606
AT&T Illinois,Granger,M. Elayne,225 W. Randolph St.,Chicago,IL,60606
AT&T Illinois,Erickson,Richard,225 W. randolph St. Suite 27B,Chicago,Il,60606
AT & T Services,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
AT & T Services,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
AT & T Services,KASPER,MICHAEL,222 NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60601
"Aura-New York, LLC",Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
AutoZone Inc,Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
Avalos Iron & Metal Inc,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"Avaya, Inc.",Alvarez,Michael,351 W Hubbard,Chicago,IL,60654
Avgeris & Associates,Stubblefield,Carol,120 N LaSalle St.,Chicago,IL,60602
Avgeris & Associates,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Avgeris & Associates,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Avgeris & Associates,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
"Avis Budget Group, Inc",Markin,Robert ,333 W. Wacker Dr. Ste 1800,Chicago,IL,60606
"Avis Budget Group, Inc",Markin,Robert ,333 W. Wacker Dr. Ste 1420,Chicago,IL,60606
"Avis, Inc",Owen,Jeffrey,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"AVRA Properties, End-User Fund I LLC",Kolpak,Paul,"6767 N. Milwaukee Ave., Ste. 202",Niles,IL,60714
Baderbrau,Schain,Jerome,"70 W Madison, Ste. 4500",Chicago,IL,60602
Baderbrau,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Baker Development Corp.,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Baker Development Corp.,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
Baker Development Corp.,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Baker Development Corp.,Johnson,Allen,53 W Jackson Blvd,Chicago,IL,60604
Baker Development Corp.,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Baker Development Corporation,Stubblefield,Carol,120 N LaSalle St.,Chicago,IL,60602
Baker Development Corporation,Johnson,Allen,53 W Jackson Blvd,Chicago,IL,60604
Baker Development Corporation,Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
"Baker Tilly Virchow Karuse, LLP",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
"Baker Tilly Virchow Karuse, LLP",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Baker Tilly Virchow Krause, LLP",Berman,Myles,321 N Clark Street,Chicago,IL,60654
"Baker Tilly Virchow Krause, LLP",Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
Bank of America,Scott,Andrew,"10 S. Wacker Dr., Ste. 2300",Chicago,IL,60606
Bank of America,O'Connor,Meredith,200 E. Randolph - 47th Flr.,Chicago,IL,60601
"Bank of America Corp.%2f Bank of America,NA",Holden,Patricia,"135 S. LaSalle St., MC: IL4-135-03-62",Chicago,IL,60603
"Bank of America Corp.%2f Bank of America,NA",Feeney,Kimberly,"135 S. LaSalle St, Ste 725",Chicago,Il,60603
Bank of America Corporation,Putler,J. Brian,"555 CAPITOL MALL, SUITE 490",SACRAMENTO,CA,95814
Bank of America Corporation,Holden,Patricia,135 S. LaSalle Street,Chicago,IL,60604
Bank of America NA,Bush,Marilyn,800 Market St,Saint Louis,MO,63101
Bank of America NA,Denes,Thomas,540 W Madison St,Chicago,IL,60661
Bank of America NA,Kruse,Erika,"542 S. Dearborn, Ste. 1100",Chicago,IL,60605
Bank of America NA,Conenna,Julie,"135 S. LaSalle St., Ste. 1560",Chicago,Il,60603
Bank of America NA,Denes,Thomas,"135 S. LaSalle St, Ste 725",Chicago,IL,60603
"Bank of America, N.A.",Denes,Thomas,540 W Madison St,Chicago,IL,60661
"Bank of America, N.A.",Chestnut,Robert,901 Main St,Dallas,TX,75202
"Bank of America, N.A.",Scopelianos,Margaret,750 WALNUT AVE,Cranford,NJ,7016
"Bank of America, N.A.",Bush,Marilyn,800 Market St,Saint Louis,MO,63101
"Banks, James ",Musawwir,Kareem   ,221 N. LaSalle St.,Chicago,IL,60601
"Banner Acquisitions, LLC",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
BannerVision,Lagoa,Joseph,737 N LASALLE,CHICAGO,IL,60654
Baqrrett Visionary Development,George,John,180 N Stetson,Chicago,IL,60601
Barclays Capital Inc,Linsley,Martha,190 S. LaSalle St,Chicago,IL,60606
Barclays Capital Inc,Lee,Katherine,745 Seventh Ave.,New York,NY,10019
Barclays Capital Inc,Brown,Carole ,190 S. LaSalle St,Chicago,IL,60606
Barclays Capital Inc,Haines,Cabray,190 S. LaSalle St,Chicago,IL,60606
Barclays Capital Inc,Haines,Cabray,190 S. LaSalle St,Chicago,IL,60603
Barclays Capital Inc,Henn,James,745 Seventh Avenue,New York,NY,10019
Barclays Capital Inc.,Linsley,Martha,190 S. LaSalle St,Chicago,IL,60603
Barclays Capital Inc.,Henn,James,745 Seventh Avenue,New York,NY,10019
"Barclays Capital, Inc.",Henn,James,745 Seventh Avenue,New York,NY,10019
"Barclays Capital, Inc.",Saakvitne,James,745 7th Ave.,New York,NY,10019
"Barclays Capital, Inc.",Linsley,Martha,190 S. LaSalle St,Chicago,IL,60603
"Barclays Capital, Inc.",Haines,Cabray,2001 K Street NW,Washington,DC,20006
"Barclays Capital, Inc.",Menelli,Michael,190 South LaSalle Street,Chicago,IL,60603
"Barclays Capital, Inc.",Schulz,Garth,745 Seventh Avenue,New York,NY,10019
"Barclays Capital, Inc.",Brown,Carole ,190 S. LaSalle St,Chicago,IL,60606
"Barclays Capital, Inc.",Debrich,Jonathan,745 Seventh Avenue,New York,NY,10019
"Barclays Capital, Inc.",Ardayfio,David,"2001 K Street, NW",Washington,DC,20006
"Barclays Capital, Inc.",Lee,Katherine,745 Seventh Ave.,New York,NY,10019
"Barclays Capital, Inc.",Linsley,Martha,190 S. LaSalle St,Chicago,IL,60606
